name,type,start_time,duration,"value"
"JTAG","v1frame",7.900466188,0.00000025,"Update-IR"
"JTAG","v1frame",7.900466469,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.900466906,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.900467156,0.00000025,"Capture-DR"
"JTAG","v1frame",7.900467437,0.000011438,"Shift-DR
0x04000000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.900478906,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.900479344,0.000000219,"Update-DR"
"JTAG","v1frame",7.900479594,0.000148875,"Run-Test/Idle"
"JTAG","v1frame",7.9006285,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.90062875,0.00000025,"Capture-DR"
"JTAG","v1frame",7.900629031,0.000011437,"Shift-DR
0x04000000000 (41)
0x04000000004 (41)"
"JTAG","v1frame",7.9006405,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.900640938,0.000000219,"Update-DR"
"JTAG","v1frame",7.900641187,0.000211563,"Run-Test/Idle"
"JTAG","v1frame",7.900852781,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.900853031,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.900853312,0.000000219,"Capture-IR"
"JTAG","v1frame",7.900853563,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.90085525,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.900855688,0.000000219,"Update-IR"
"JTAG","v1frame",7.900855938,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.900856375,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.900856625,0.00000025,"Capture-DR"
"JTAG","v1frame",7.900856906,0.000011438,"Shift-DR
0x04000040006 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.900868375,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.900868812,0.000000219,"Update-DR"
"JTAG","v1frame",7.900869062,0.000145188,"Run-Test/Idle"
"JTAG","v1frame",7.901014281,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.901014563,0.000000219,"Capture-DR"
"JTAG","v1frame",7.901014812,0.000011438,"Shift-DR
0x04000000000 (41)
0x04000040004 (41)"
"JTAG","v1frame",7.901026281,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.901026719,0.00000025,"Update-DR"
"JTAG","v1frame",7.901027,0.000323,"Run-Test/Idle"
"JTAG","v1frame",7.901350031,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.901350312,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.901350563,0.00000025,"Capture-IR"
"JTAG","v1frame",7.901350844,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.9013525,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.901352937,0.000000219,"Update-IR"
"JTAG","v1frame",7.901353187,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.901353625,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.901353906,0.000000219,"Capture-DR"
"JTAG","v1frame",7.901354156,0.000011437,"Shift-DR
0x04400000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.901365625,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.901366063,0.00000025,"Update-DR"
"JTAG","v1frame",7.901366344,0.000149563,"Run-Test/Idle"
"JTAG","v1frame",7.901515938,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.901516188,0.00000025,"Capture-DR"
"JTAG","v1frame",7.901516469,0.000011438,"Shift-DR
0x04400000000 (41)
0x044012BAA88 (41)"
"JTAG","v1frame",7.901527938,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.901528375,0.000000219,"Update-DR"
"JTAG","v1frame",7.901528625,0.000158031,"Run-Test/Idle"
"JTAG","v1frame",7.901686687,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.901686938,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.901687219,0.000000219,"Capture-IR"
"JTAG","v1frame",7.901687469,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.901689156,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.901689562,0.00000025,"Update-IR"
"JTAG","v1frame",7.901689844,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.901690281,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.901690531,0.00000025,"Capture-DR"
"JTAG","v1frame",7.901690813,0.000011437,"Shift-DR
0x04000000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.901702281,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.901702719,0.000000219,"Update-DR"
"JTAG","v1frame",7.901702969,0.000144156,"Run-Test/Idle"
"JTAG","v1frame",7.901847156,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.901847406,0.00000025,"Capture-DR"
"JTAG","v1frame",7.901847688,0.000011438,"Shift-DR
0x04000000000 (41)
0x04000040004 (41)"
"JTAG","v1frame",7.901859156,0.000000375,"Exit1-DR"
"JTAG","v1frame",7.901859563,0.00000025,"Update-DR"
"JTAG","v1frame",7.901859844,0.00012925,"Run-Test/Idle"
"JTAG","v1frame",7.901989125,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.901989406,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.901989688,0.000000219,"Capture-IR"
"JTAG","v1frame",7.901989937,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.901991594,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.901992031,0.00000025,"Update-IR"
"JTAG","v1frame",7.901992313,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.90199275,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.901993,0.00000025,"Capture-DR"
"JTAG","v1frame",7.901993281,0.000011437,"Shift-DR
0x04000000006 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.90200475,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.902005188,0.000000219,"Update-DR"
"JTAG","v1frame",7.902005437,0.000112906,"Run-Test/Idle"
"JTAG","v1frame",7.902118375,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.902118656,0.000000219,"Capture-DR"
"JTAG","v1frame",7.902118906,0.000011438,"Shift-DR
0x04000000000 (41)
0x04000000004 (41)"
"JTAG","v1frame",7.902130375,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.902130813,0.00000025,"Update-DR"
"JTAG","v1frame",7.902131094,0.00013075,"Run-Test/Idle"
"JTAG","v1frame",7.902261875,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.902262156,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.902262406,0.00000025,"Capture-IR"
"JTAG","v1frame",7.902262688,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.902264344,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.902264781,0.00000025,"Update-IR"
"JTAG","v1frame",7.902265062,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.9022655,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.90226575,0.00000025,"Capture-DR"
"JTAG","v1frame",7.902266031,0.000011438,"Shift-DR
0x04400000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.9022775,0.000000375,"Exit1-DR"
"JTAG","v1frame",7.902277906,0.00000025,"Update-DR"
"JTAG","v1frame",7.902278188,0.000120094,"Run-Test/Idle"
"JTAG","v1frame",7.902398312,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.902398594,0.000000219,"Capture-DR"
"JTAG","v1frame",7.902398844,0.000011437,"Shift-DR
0x04400000000 (41)
0x04401003288 (41)"
"JTAG","v1frame",7.902410312,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.90241075,0.00000025,"Update-DR"
"JTAG","v1frame",7.902411031,0.000254563,"Run-Test/Idle"
"JTAG","v1frame",7.902665625,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.902665875,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.902666156,0.000000219,"Capture-IR"
"JTAG","v1frame",7.902666406,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.902668094,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.9026685,0.00000025,"Update-IR"
"JTAG","v1frame",7.902668781,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.902669219,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.902669469,0.00000025,"Capture-DR"
"JTAG","v1frame",7.90266975,0.000011437,"Shift-DR
0x04200000006 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.902681219,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.902681656,0.000000219,"Update-DR"
"JTAG","v1frame",7.902681906,0.000154812,"Run-Test/Idle"
"JTAG","v1frame",7.90283675,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.902837031,0.000000219,"Capture-DR"
"JTAG","v1frame",7.902837281,0.000011437,"Shift-DR
0x04000000000 (41)
0x04200000004 (41)"
"JTAG","v1frame",7.90284875,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.902849188,0.00000025,"Update-DR"
"JTAG","v1frame",7.902849469,0.000144969,"Run-Test/Idle"
"JTAG","v1frame",7.902994469,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.902994719,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.902995,0.000000219,"Capture-IR"
"JTAG","v1frame",7.90299525,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.902996938,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.902997344,0.00000025,"Update-IR"
"JTAG","v1frame",7.902997625,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.902998063,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.902998313,0.00000025,"Capture-DR"
"JTAG","v1frame",7.902998594,0.000011438,"Shift-DR
0x04400000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.903010062,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.9030105,0.000000219,"Update-DR"
"JTAG","v1frame",7.90301075,0.000154562,"Run-Test/Idle"
"JTAG","v1frame",7.903165344,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.903165594,0.00000025,"Capture-DR"
"JTAG","v1frame",7.903165875,0.000011438,"Shift-DR
0x04400000000 (41)
0x04401000E88 (41)"
"JTAG","v1frame",7.903177344,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.903177781,0.000000219,"Update-DR"
"JTAG","v1frame",7.903178031,0.000130187,"Run-Test/Idle"
"JTAG","v1frame",7.90330825,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.903308531,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.903308781,0.00000025,"Capture-IR"
"JTAG","v1frame",7.903309063,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.903310719,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.903311156,0.000000219,"Update-IR"
"JTAG","v1frame",7.903311406,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.903311844,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.903312125,0.000000219,"Capture-DR"
"JTAG","v1frame",7.903312375,0.000011438,"Shift-DR
0x04400000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.903323844,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.903324281,0.00000025,"Update-DR"
"JTAG","v1frame",7.903324562,0.000158219,"Run-Test/Idle"
"JTAG","v1frame",7.903482813,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.903483063,0.00000025,"Capture-DR"
"JTAG","v1frame",7.903483344,0.000011438,"Shift-DR
0x04400000000 (41)
0x04401000E88 (41)"
"JTAG","v1frame",7.903494812,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.90349525,0.000000219,"Update-DR"
"JTAG","v1frame",7.9034955,0.000121812,"Run-Test/Idle"
"JTAG","v1frame",7.903617344,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.903617594,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.903617875,0.000000219,"Capture-IR"
"JTAG","v1frame",7.903618125,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.903619812,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.903620219,0.00000025,"Update-IR"
"JTAG","v1frame",7.9036205,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.903620938,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.903621187,0.00000025,"Capture-DR"
"JTAG","v1frame",7.903621469,0.000011438,"Shift-DR
0x04000000006 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.903632938,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.903633375,0.000000219,"Update-DR"
"JTAG","v1frame",7.903633625,0.000118812,"Run-Test/Idle"
"JTAG","v1frame",7.903752469,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.90375275,0.000000219,"Capture-DR"
"JTAG","v1frame",7.903753,0.000011438,"Shift-DR
0x04000000000 (41)
0x04000000004 (41)"
"JTAG","v1frame",7.903764469,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.903764906,0.00000025,"Update-DR"
"JTAG","v1frame",7.903765188,0.00036125,"Run-Test/Idle"
"JTAG","v1frame",7.904126469,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.904126719,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.904127,0.000000219,"Capture-IR"
"JTAG","v1frame",7.90412725,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.904128938,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.904129344,0.00000025,"Update-IR"
"JTAG","v1frame",7.904129625,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.904130063,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.904130313,0.00000025,"Capture-DR"
"JTAG","v1frame",7.904130594,0.000011438,"Shift-DR
0x05C00C84022 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.904142063,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.9041425,0.000000219,"Update-DR"
"JTAG","v1frame",7.90414275,0.000126031,"Run-Test/Idle"
"JTAG","v1frame",7.904268812,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.904269094,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.904269344,0.00000025,"Capture-IR"
"JTAG","v1frame",7.904269625,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.904271281,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.904271719,0.00000025,"Update-IR"
"JTAG","v1frame",7.904272,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.904272438,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.904272687,0.00000025,"Capture-DR"
"JTAG","v1frame",7.904272969,0.000011438,"Shift-DR
0x05800000001 (41)
0x05C00C84020 (41)"
"JTAG","v1frame",7.904284438,0.000000375,"Exit1-DR"
"JTAG","v1frame",7.904284844,0.00000025,"Update-DR"
"JTAG","v1frame",7.904285125,0.000115687,"Run-Test/Idle"
"JTAG","v1frame",7.904400844,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.904401125,0.000000219,"Capture-DR"
"JTAG","v1frame",7.904401375,0.000011438,"Shift-DR
0x05800000000 (41)
0x05808000C10 (41)"
"JTAG","v1frame",7.904412844,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.904413281,0.00000025,"Update-DR"
"JTAG","v1frame",7.904413563,0.000151031,"Run-Test/Idle"
"JTAG","v1frame",7.904564625,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.904564906,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.904565156,0.00000025,"Capture-IR"
"JTAG","v1frame",7.904565437,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.904567094,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.904567531,0.00000025,"Update-IR"
"JTAG","v1frame",7.904567812,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.90456825,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.9045685,0.00000025,"Capture-DR"
"JTAG","v1frame",7.904568781,0.000011437,"Shift-DR
0x05800001C02 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.90458025,0.000000375,"Exit1-DR"
"JTAG","v1frame",7.904580656,0.00000025,"Update-DR"
"JTAG","v1frame",7.904580937,0.000232781,"Run-Test/Idle"
"JTAG","v1frame",7.90481375,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.904814,0.00000025,"Capture-DR"
"JTAG","v1frame",7.904814281,0.000011437,"Shift-DR
0x05800000000 (41)
0x05800001C00 (41)"
"JTAG","v1frame",7.90482575,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.904826188,0.000000219,"Update-DR"
"JTAG","v1frame",7.904826437,0.000135406,"Run-Test/Idle"
"JTAG","v1frame",7.904961875,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.904962125,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.904962406,0.000000219,"Capture-IR"
"JTAG","v1frame",7.904962656,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.904964344,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.90496475,0.00000025,"Update-IR"
"JTAG","v1frame",7.904965031,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.904965469,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.904965719,0.00000025,"Capture-DR"
"JTAG","v1frame",7.904966,0.000011438,"Shift-DR
0x05C00884022 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.904977469,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.904977906,0.000000219,"Update-DR"
"JTAG","v1frame",7.904978156,0.0002475,"Run-Test/Idle"
"JTAG","v1frame",7.905225687,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.905225969,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.905226219,0.00000025,"Capture-IR"
"JTAG","v1frame",7.9052265,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.905228156,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.905228594,0.00000025,"Update-IR"
"JTAG","v1frame",7.905228875,0.000000375,"Run-Test/Idle"
"JTAG","v1frame",7.905229281,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.905229562,0.000000219,"Capture-DR"
"JTAG","v1frame",7.905229813,0.000011438,"Shift-DR
0x05800000001 (41)
0x05C00884020 (41)"
"JTAG","v1frame",7.905241281,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.905241719,0.00000025,"Update-DR"
"JTAG","v1frame",7.905242,0.000223625,"Run-Test/Idle"
"JTAG","v1frame",7.905465656,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.905465937,0.000000219,"Capture-DR"
"JTAG","v1frame",7.905466188,0.000011437,"Shift-DR
0x05800000000 (41)
0x05808000010 (41)"
"JTAG","v1frame",7.905477656,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.905478094,0.000000219,"Update-DR"
"JTAG","v1frame",7.905478344,0.000163125,"Run-Test/Idle"
"JTAG","v1frame",7.9056415,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.90564175,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.905642031,0.000000219,"Capture-IR"
"JTAG","v1frame",7.905642281,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.905643969,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.905644375,0.00000025,"Update-IR"
"JTAG","v1frame",7.905644656,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.905645094,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.905645344,0.00000025,"Capture-DR"
"JTAG","v1frame",7.905645625,0.000011438,"Shift-DR
0x01000000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.905657094,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.905657531,0.000000219,"Update-DR"
"JTAG","v1frame",7.905657781,0.000146219,"Run-Test/Idle"
"JTAG","v1frame",7.905804031,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.905804313,0.000000219,"Capture-DR"
"JTAG","v1frame",7.905804563,0.000011437,"Shift-DR
0x01000000000 (41)
0x01080500000 (41)"
"JTAG","v1frame",7.905816031,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.905816469,0.000000219,"Update-DR"
"JTAG","v1frame",7.905816719,0.000178656,"Run-Test/Idle"
"JTAG","v1frame",7.905995406,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.905995687,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.905995938,0.00000025,"Capture-IR"
"JTAG","v1frame",7.905996219,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.905997875,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.905998313,0.00000025,"Update-IR"
"JTAG","v1frame",7.905998594,0.000000375,"Run-Test/Idle"
"JTAG","v1frame",7.905999,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.905999281,0.00000025,"Capture-DR"
"JTAG","v1frame",7.905999562,0.000011406,"Shift-DR
0x05C00884026 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.906011,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.906011438,0.00000025,"Update-DR"
"JTAG","v1frame",7.906011719,0.000218219,"Run-Test/Idle"
"JTAG","v1frame",7.906229969,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.90623025,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.9062305,0.00000025,"Capture-IR"
"JTAG","v1frame",7.906230781,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.906232437,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.906232875,0.00000025,"Update-IR"
"JTAG","v1frame",7.906233156,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.906233594,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.906233844,0.00000025,"Capture-DR"
"JTAG","v1frame",7.906234125,0.000011437,"Shift-DR
0x05800000001 (41)
0x05C00884024 (41)"
"JTAG","v1frame",7.906245594,0.000000375,"Exit1-DR"
"JTAG","v1frame",7.906246,0.00000025,"Update-DR"
"JTAG","v1frame",7.906246281,0.000141938,"Run-Test/Idle"
"JTAG","v1frame",7.90638825,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.906388531,0.000000219,"Capture-DR"
"JTAG","v1frame",7.906388781,0.000011437,"Shift-DR
0x05800000000 (41)
0x05808000010 (41)"
"JTAG","v1frame",7.90640025,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.906400687,0.00000025,"Update-DR"
"JTAG","v1frame",7.906400969,0.000156469,"Run-Test/Idle"
"JTAG","v1frame",7.906557469,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.90655775,0.000000219,"Select-IR-Scan"
"JTAG","v1frame",7.906558,0.00000025,"Capture-IR"
"JTAG","v1frame",7.906558281,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.906559937,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.906560375,0.000000219,"Update-IR"
"JTAG","v1frame",7.906560625,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.906561062,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.906561344,0.000000219,"Capture-DR"
"JTAG","v1frame",7.906561594,0.000011437,"Shift-DR
0x01000000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.906573062,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.9065735,0.00000025,"Update-DR"
"JTAG","v1frame",7.906573781,0.000169781,"Run-Test/Idle"
"JTAG","v1frame",7.906743594,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.906743844,0.00000025,"Capture-DR"
"JTAG","v1frame",7.906744125,0.000011437,"Shift-DR
0x01000000000 (41)
0x01024242424 (41)"
"JTAG","v1frame",7.906755594,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.906756031,0.000000219,"Update-DR"
"JTAG","v1frame",7.906756281,0.000178875,"Run-Test/Idle"
"JTAG","v1frame",7.906935188,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.906935437,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.906935719,0.00000025,"Capture-IR"
"JTAG","v1frame",7.906936,0.000001625,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.906937656,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.906938094,0.000000219,"Update-IR"
"JTAG","v1frame",7.906938344,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.906938781,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.906939063,0.000000219,"Capture-DR"
"JTAG","v1frame",7.906939312,0.000011438,"Shift-DR
0x05C00880C06 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.906950781,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.906951219,0.00000025,"Update-DR"
"JTAG","v1frame",7.9069515,0.000205906,"Run-Test/Idle"
"JTAG","v1frame",7.907157438,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.907157687,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.907157969,0.000000219,"Capture-IR"
"JTAG","v1frame",7.907158219,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.907159906,0.000000406,"Exit1-IR"
"JTAG","v1frame",7.907160344,0.000000219,"Update-IR"
"JTAG","v1frame",7.907160594,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.907161031,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.907161313,0.000000219,"Capture-DR"
"JTAG","v1frame",7.907161562,0.000011438,"Shift-DR
0x05800000001 (41)
0x05C00880C04 (41)"
"JTAG","v1frame",7.907173031,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.907173469,0.000000219,"Update-DR"
"JTAG","v1frame",7.907173719,0.0001415,"Run-Test/Idle"
"JTAG","v1frame",7.90731525,0.00000025,"Select-DR-Scan"
"JTAG","v1frame",7.907315531,0.000000219,"Capture-DR"
"JTAG","v1frame",7.907315781,0.000011437,"Shift-DR
0x05800000000 (41)
0x05808000010 (41)"
"JTAG","v1frame",7.90732725,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.907327687,0.00000025,"Update-DR"
"JTAG","v1frame",7.907327969,0.000153656,"Run-Test/Idle"
"JTAG","v1frame",7.907481656,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.907481906,0.00000025,"Select-IR-Scan"
"JTAG","v1frame",7.907482188,0.000000219,"Capture-IR"
"JTAG","v1frame",7.907482437,0.000001656,"Shift-IR
0x11 (5)
0x11 (5)"
"JTAG","v1frame",7.907484125,0.000000375,"Exit1-IR"
"JTAG","v1frame",7.907484531,0.00000025,"Update-IR"
"JTAG","v1frame",7.907484812,0.000000406,"Run-Test/Idle"
"JTAG","v1frame",7.90748525,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.9074855,0.00000025,"Capture-DR"
"JTAG","v1frame",7.907485781,0.000011437,"Shift-DR
0x01000000001 (41)
0x00000000000 (41)"
"JTAG","v1frame",7.90749725,0.000000406,"Exit1-DR"
"JTAG","v1frame",7.907497688,0.000000219,"Update-DR"
"JTAG","v1frame",7.907497937,0.000142594,"Run-Test/Idle"
"JTAG","v1frame",7.907640563,0.000000219,"Select-DR-Scan"
"JTAG","v1frame",7.907640813,0.00000025,"Capture-DR"
